,DatafileName,Xcenter,Ycenter,MaxInt,Peaks,S
384,003_084.dat,522.35,506.9,11401.0,1,3.05
385,003_085.dat,522.32,506.86,11462.0,1,3.07
386,003_086.dat,522.52,505.8,11183.0,1,3.38
387,003_087.dat,521.82,507.36,3863.0,9,4.47
388,003_088.dat,521.52,503.12,6866.0,6,4.32
389,003_089.dat,521.22,508.69,2022.0,5,4.55
390,003_090.dat,523.92,506.05,1902.0,5,4.48
391,003_091.dat,522.01,504.17,1123.0,4,4.51
392,003_092.dat,521.77,509.14,950.0,2,4.54
393,003_093.dat,526.74,505.75,330.0,3,4.42
394,003_094.dat,526.33,508.25,811.0,3,4.52
395,003_095.dat,523.28,507.15,384.0,4,4.53
396,003_096.dat,522.8,506.68,846.0,8,4.57
397,003_097.dat,521.98,509.36,520.0,3,4.56
398,003_098.dat,518.24,507.18,808.0,4,4.52
399,003_099.dat,518.48,509.3,1102.0,5,4.54
400,004_000.dat,522.41,507.22,11362.0,1,3.08
401,004_001.dat,522.34,507.13,11449.0,1,3.07
402,004_002.dat,522.39,507.16,11432.0,1,3.04
403,004_003.dat,522.4,507.11,11452.0,1,3.04
404,004_004.dat,522.35,507.14,11538.0,1,3.03
405,004_005.dat,522.34,507.15,11429.0,1,3.04
406,004_006.dat,522.34,507.14,11461.0,1,3.03
407,004_007.dat,522.34,507.18,11451.0,1,3.03
408,004_008.dat,522.34,507.14,11575.0,1,3.02
409,004_009.dat,522.35,507.19,11547.0,1,3.03
410,004_010.dat,522.26,507.18,11470.0,1,3.04
411,004_011.dat,522.3,507.17,11513.0,1,3.01
412,004_012.dat,522.34,507.14,11634.0,1,3.0
413,004_013.dat,522.36,507.09,11530.0,1,2.99
414,004_014.dat,522.31,507.11,11435.0,1,3.02
415,004_015.dat,522.39,507.06,11614.0,1,3.03
416,004_016.dat,522.34,507.14,11542.0,1,3.02
417,004_017.dat,522.43,507.18,11519.0,1,3.05
418,004_018.dat,522.38,507.16,11501.0,1,3.06
419,004_019.dat,522.42,507.12,11494.0,1,3.04
420,004_020.dat,522.31,507.1,11527.0,1,3.02
